date,seq,day_label,order,exercise_id,sets,reps,rest_sec,promotion_criteria,note
2026-09-17,81,Day 4 - Push B,2,glute_bridge_single,2,12,30,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-09-17,81,Day 4 - Push B,3,dead_bug_alt,2,12,30,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 밀기+코어. 적당 강도. | 임프린트 유지, 교차 리듬."
2026-09-18,82,Day 5 - Pull B,1,inverted_row_elevated,2,8,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-09-18,82,Day 5 - Pull B,2,dead_hang,2,35초,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-09-18,82,Day 5 - Pull B,3,kb_swing_16,2,15,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-09-18,82,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-09-18,82,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-09-19,83,Day 6 - Full/Skill,1,getup_full_12,2,3,60,,"W12: 최종 디로드 — Level 2 졸업 준비 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 완전히 일어서기까지 구간별 제어. 좌우 각."
2026-09-19,83,Day 6 - Full/Skill,2,kb_swing_16,2,15,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-09-19,83,Day 6 - Full/Skill,3,goblet_squat_16,2,8,60,,"W12: 최종 디로드 — Level 2 졸업 준비 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg 깊이 유지, 발뒤꿈치로 밀기."
2026-09-19,83,Day 6 - Full/Skill,4,pushup_standard,2,12,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-09-19,83,Day 6 - Full/Skill,5,inverted_row_elevated,2,8,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 발 올려 부하↑, 견갑골 후인."
2026-09-20,84,REST (Sun),,,,,,,W12: 최종 디로드 — Level 2 졸업 준비 | 완전 휴식일. 다음 주 충전.
